level,cell_id,x,y,cell_type,tissue,is_baseline
L0,45179721,14.480772,-29.751854,endothelial cell,ovary,True
L0,45426126,47.16259,-44.65025,fibroblast,colorectum,True
L0,45425975,28.67573,16.59136,endothelial cell,colorectum,False
L0,45423342,56.252003,-2.5722315,mononuclear phagocyte,colorectum,True
L0,45187437,15.451188,-83.42817,endothelial cell,ovary,False
L0,45396253,13.470872,50.58283,neutrophil,lung,False
L0,45424034,39.64655,-31.791666,mononuclear phagocyte,colorectum,True
L0,45431640,81.82858,-11.358572,epithelial cell,colorectum,True
L0,45424118,11.920426,-71.15541,fibroblast,colorectum,True
L0,45424116,80.54609,-0.6164901,T cell,colorectum,True
L0,45180919,-15.614315,44.57781,mononuclear phagocyte,ovary,True
L0,45422364,68.771126,-41.32644,T cell,colorectum,False
L0,45193534,-63.12862,-52.19093,fibroblast,ovary,False
L0,45430034,-84.14518,21.189882,fibroblast,colorectum,False
L0,45431668,50.426907,28.831926,B cell,colorectum,True
L0,45433536,-53.039387,-9.915996,T cell,colorectum,False
L0,45181266,-5.485583,-11.585908,endothelial cell,ovary,True
L0,45389902,79.19731,-8.151998,neutrophil,lung,False
L0,45429367,59.111053,-17.162205,fibroblast,colorectum,False
L0,45184112,48.200493,-2.769556,mononuclear phagocyte,ovary,False
L0,45181510,38.28998,-78.39737,T cell,ovary,True
L0,45429222,65.293144,-6.0387783,T cell,colorectum,False
L0,45180364,58.56552,42.149803,fibroblast,ovary,True
L0,45433105,-31.751621,-71.88146,epithelial cell,colorectum,False
L0,45432422,-32.867046,12.226324,fibroblast,colorectum,False
L0,45442003,4.9570303,81.39092,neutrophil,lung,True
L0,45433080,-2.0815752,-21.225113,T cell,colorectum,False
L0,45182004,42.187866,-6.5557637,mononuclear phagocyte,ovary,True
L0,45177616,-7.892109,8.974742,epithelial cell,colorectum,True
L0,45424017,-42.972942,-7.3117237,endothelial cell,colorectum,True
L0,45427786,84.74341,0.40801924,epithelial cell,colorectum,False
L0,45428030,-27.000593,-6.1530757,T cell,colorectum,False
L0,45181272,3.4873748,-17.973951,mononuclear phagocyte,ovary,True
L0,45434059,3.3463783,51.262566,B cell,colorectum,False
L0,45425224,0.90082055,-20.673515,epithelial cell,colorectum,False
L0,45180091,39.92878,5.4704146,fibroblast,ovary,True
L0,45178623,18.97741,-31.307196,mononuclear phagocyte,ovary,True
L0,45423418,71.47128,-5.271295,T cell,colorectum,True
L0,45179128,37.813396,-61.562916,fibroblast,ovary,True
L0,45421541,7.713146,-86.311905,fibroblast,colorectum,False
L0,45421884,-20.08246,-47.19301,T cell,colorectum,False
L0,45174406,8.096641,-84.98586,mononuclear phagocyte,colorectum,True
L0,45426018,59.706738,-43.533504,endothelial cell,colorectum,False
L0,45433938,5.4056478,81.44854,T cell,colorectum,False
L0,45189548,45.822216,-0.6580885,epithelial cell,ovary,False
L0,45431584,48.881428,-26.45675,B cell,colorectum,True
L0,45428934,13.287983,16.23825,mononuclear phagocyte,colorectum,False
L0,45443804,-40.035126,67.11513,neutrophil,lung,True
L0,45175700,31.195152,-67.74765,fibroblast,colorectum,True
L0,45434633,-49.573105,67.05031,fibroblast,colorectum,False
L0,45179227,-5.8564553,-72.5673,T cell,ovary,True
L0,45180052,-8.1087885,-82.660385,endothelial cell,ovary,True
L0,45178474,-13.435129,43.696934,mononuclear phagocyte,ovary,True
L0,45179812,66.96959,32.8045,endothelial cell,ovary,True
L0,45181950,30.837276,9.061564,fibroblast,ovary,True
L0,45432068,-23.373062,-3.8213642,fibroblast,colorectum,False
L0,45387994,-57.235893,45.87717,neutrophil,lung,False
L0,45430429,8.676363,22.050535,mast cell,colorectum,False
L0,45431581,7.684378,-80.07858,mononuclear phagocyte,colorectum,True
L0,45193655,-54.951958,-51.87017,fibroblast,ovary,False
L0,45428624,57.386547,-16.712223,epithelial cell,colorectum,False
L0,45420262,59.49547,-2.9763575,endothelial cell,colorectum,False
L0,45400859,-89.97324,30.95736,neutrophil,lung,False
L0,45431028,44.5697,-61.88174,epithelial cell,colorectum,True
L0,45181367,85.58373,8.882089,endothelial cell,ovary,True
L0,45423651,-37.614693,-7.06666,fibroblast,colorectum,True
L0,45189480,13.035538,-21.646265,endothelial cell,ovary,False
L0,45431667,0.55757153,44.69444,T cell,colorectum,True
L0,45434047,-35.97735,71.35395,T cell,colorectum,False
L0,45178165,42.141834,5.386035,fibroblast,ovary,True
L0,45427275,22.446644,69.19823,fibroblast,colorectum,True
L0,45445164,-43.292686,81.87697,neutrophil,lung,True
L0,45446531,-3.364211,69.57012,neutrophil,lung,True
L0,45421507,5.768144,-55.67513,B cell,colorectum,False
L0,45430469,-87.991455,-2.345676,fibroblast,colorectum,False
L0,45441069,-40.327526,65.347374,neutrophil,lung,True
L0,45426377,59.838966,-17.19909,mononuclear phagocyte,colorectum,True
L0,45175955,-0.2614525,-60.967552,T cell,colorectum,True
L0,45424676,50.42498,28.863113,mononuclear phagocyte,colorectum,False
L0,45179301,54.51191,-61.856224,endothelial cell,ovary,True
L0,45180099,-3.1159265,-45.154976,mononuclear phagocyte,ovary,True
L0,45431034,-75.65204,-25.316801,B cell,colorectum,True
L0,45176911,-62.913414,25.301014,fibroblast,colorectum,False
L0,45431275,-22.834057,-29.732891,B cell,colorectum,True
L0,45426147,-37.036095,28.097643,fibroblast,colorectum,True
L0,45420731,-31.759953,9.259174,B cell,colorectum,False
L0,45386122,18.245485,51.146996,neutrophil,lung,False
L0,45423956,-68.90604,4.7214084,fibroblast,colorectum,True
L0,45393923,-42.228237,38.241108,neutrophil,lung,False
L0,45195392,65.54042,-55.404667,epithelial cell,ovary,True
L0,45190455,-38.3181,-12.677049,epithelial cell,ovary,False
L0,45197845,57.07493,29.519487,epithelial cell,ovary,True
L0,45197975,56.54915,-9.781708,epithelial cell,ovary,True
L0,45196460,-53.83331,-51.00401,epithelial cell,ovary,True
L0,45196951,-1.1714785,-36.82279,mononuclear phagocyte,ovary,True
L0,45434173,27.037094,77.59065,epithelial cell,colorectum,False
L0,45174670,-9.67602,-50.737926,mononuclear phagocyte,colorectum,True
L0,45422858,44.63125,-73.915,B cell,colorectum,False
L0,45176248,-45.64247,23.34529,endothelial cell,colorectum,True
L0,45423902,5.7667274,28.780159,epithelial cell,colorectum,True
L0,45195952,9.94347,6.7989554,epithelial cell,ovary,True
L0,45433586,6.34131,34.5305,T cell,colorectum,False
L0,45424675,-17.718092,-60.0022,epithelial cell,colorectum,False
L0,45198978,-15.117926,-56.771645,T cell,ovary,False
L0,45427811,-74.837135,27.350342,T cell,colorectum,False
L0,45426083,52.365387,-50.060005,T cell,colorectum,True
L0,45427323,-81.613365,3.0798395,T cell,colorectum,True
L0,45433290,-89.46866,-3.118475,fibroblast,colorectum,False
L0,45419898,-9.581689,34.04711,T cell,colorectum,False
L0,45196633,9.708317,-88.1772,epithelial cell,ovary,True
L0,45432634,-1.0170732,-59.7733,mononuclear phagocyte,colorectum,False
L0,45420181,55.10687,-13.10734,endothelial cell,colorectum,False
L0,45426827,-33.357754,-9.672684,fibroblast,colorectum,True
L0,45174843,-19.025099,-31.917158,T cell,colorectum,False
L0,45420809,-19.570757,-20.399563,T cell,colorectum,False
L0,45420328,-21.603064,-4.8549867,epithelial cell,colorectum,False
L0,45431437,-10.988449,-12.660128,epithelial cell,colorectum,True
L0,45186494,48.593014,-13.791735,epithelial cell,ovary,False
L0,45439585,-20.70437,70.65639,neutrophil,lung,True
L0,45175727,-13.143227,-72.54784,mononuclear phagocyte,colorectum,True
L0,45423997,49.335865,44.99016,epithelial cell,colorectum,True
L0,45309127,-16.750647,49.710987,neutrophil,breast,False
L0,45431920,-2.816155,-38.84688,epithelial cell,colorectum,True
L0,45427603,-71.393814,-13.120828,endothelial cell,colorectum,False
L0,45186919,54.081963,47.497166,endothelial cell,ovary,False
L0,45426711,-42.058086,0.83198196,mononuclear phagocyte,colorectum,True
L0,45182120,65.495926,24.928307,mononuclear phagocyte,ovary,True
L0,45422605,43.678673,-77.07828,T cell,colorectum,False
L0,45194649,-63.10771,-47.52955,endothelial cell,ovary,True
L0,45174643,25.96749,-49.726788,fibroblast,colorectum,True
L0,45177451,21.058401,-42.27558,B cell,colorectum,True
L0,45186569,-22.103434,-21.879967,mononuclear phagocyte,ovary,False
L0,45181483,40.447884,-58.311302,T cell,ovary,True
L0,45178887,49.676723,-62.603355,fibroblast,ovary,True
L0,45182385,3.1711328,9.721571,T cell,ovary,True
L0,45178641,49.52199,-6.9406443,T cell,ovary,True
L0,45423795,55.188553,-51.627785,T cell,colorectum,True
L0,45427909,59.89667,-24.867357,endothelial cell,colorectum,False
L0,45430865,-104.15369,16.573252,epithelial cell,colorectum,False
L0,45423123,-16.379477,32.228897,T cell,colorectum,True
L0,45188808,21.795315,-32.95214,endothelial cell,ovary,False
L0,45184622,53.458298,-13.435743,epithelial cell,ovary,False
L0,45196494,-68.77125,-48.089626,T cell,ovary,True
L0,45180309,46.729034,-3.6520543,T cell,ovary,True
L0,45178684,26.676432,24.726744,fibroblast,ovary,True
L0,45435816,6.1704717,83.109634,neutrophil,lung,True
L0,45186190,-52.48306,-28.164482,fibroblast,ovary,False
L0,45446140,5.4165363,52.69848,neutrophil,lung,True
L0,45180638,4.847673,-38.318092,T cell,ovary,True
L0,45433612,-18.045105,1.0046641,T cell,colorectum,False
L0,45425783,47.4017,-71.740326,mononuclear phagocyte,colorectum,False
L0,45194738,-3.3673658,-13.665723,epithelial cell,ovary,True
L0,45434145,-10.896347,59.048267,B cell,colorectum,False
L0,45179602,-38.388012,-13.161903,mononuclear phagocyte,ovary,True
L0,45425619,44.376865,-81.90823,endothelial cell,colorectum,False
L0,45176948,-62.89135,25.193655,endothelial cell,colorectum,False
L0,45423741,-17.396755,-4.6358223,mononuclear phagocyte,colorectum,True
L0,45398224,-43.53075,70.176,neutrophil,lung,False
L0,45424480,-4.2071285,-44.04917,mononuclear phagocyte,colorectum,False
L0,45180629,33.231873,12.659058,mononuclear phagocyte,ovary,True
L0,45197336,-67.71662,-41.942173,endothelial cell,ovary,True
L0,45192746,-19.694666,-19.483244,T cell,ovary,False
L0,45176005,-28.707016,-76.7275,endothelial cell,colorectum,True
L0,45442826,-38.802116,85.78119,neutrophil,lung,True
L0,45422794,50.167294,-61.995422,B cell,colorectum,False
L0,45426101,44.403744,-72.37914,epithelial cell,colorectum,True
L0,45386767,6.8887405,71.3916,neutrophil,lung,False
L0,45422868,-99.22365,12.34723,T cell,colorectum,False
L0,45177394,26.900213,-57.497547,fibroblast,colorectum,True
L0,45431144,-50.29405,-5.7359214,T cell,colorectum,True
L0,45432021,36.88734,-24.013334,mononuclear phagocyte,colorectum,True
L0,45180880,71.7482,-28.059988,mononuclear phagocyte,ovary,True
L0,45181520,32.729412,45.358627,mononuclear phagocyte,ovary,True
L0,45188640,-46.044216,-46.57378,fibroblast,ovary,False
L0,45432044,82.56483,19.135828,B cell,colorectum,True
L0,45425201,46.68381,-64.017334,mononuclear phagocyte,colorectum,False
L0,45197231,-33.41348,-58.039757,epithelial cell,ovary,True
L0,45424688,54.91722,-18.047092,mononuclear phagocyte,colorectum,False
L0,45186017,62.886555,38.347633,epithelial cell,ovary,False
L0,45423830,-57.903397,7.3353086,fibroblast,colorectum,True
L0,45432859,-20.261818,-33.541843,fibroblast,colorectum,False
L0,45434290,-53.684593,49.046413,T cell,colorectum,False
L0,45422922,-30.523985,-64.054375,T cell,colorectum,False
L0,45178504,48.68513,19.371475,mononuclear phagocyte,ovary,True
L0,45424022,85.66481,-0.7879679,mast cell,colorectum,True
L0,45423344,1.8230698,43.46527,epithelial cell,colorectum,True
L0,45427289,66.39626,-17.825853,mononuclear phagocyte,colorectum,True
L0,45179104,56.032467,-68.26339,fibroblast,ovary,True
L0,45308317,-48.924225,46.04212,neutrophil,breast,False
L0,45183258,78.75203,24.962221,epithelial cell,ovary,False
L0,45433642,-62.828003,-22.845068,T cell,colorectum,False
L0,45189249,-48.682804,-52.23603,endothelial cell,ovary,False
L0,45179371,49.919407,44.79822,mononuclear phagocyte,ovary,True
L0,45181743,3.7319767,-22.83899,T cell,ovary,True
L0,45178041,-3.2804358,-78.70922,fibroblast,colorectum,True
L0,45425246,35.453175,-21.67463,fibroblast,colorectum,False
L0,45429547,-29.827848,-7.919398,fibroblast,colorectum,False
L0,45176683,61.342976,-60.197063,mononuclear phagocyte,colorectum,False
L0,45177006,-27.74083,-77.04286,mast cell,colorectum,False
L0,45438011,-32.190956,43.658978,neutrophil,lung,True
L0,45181517,-51.353573,-31.336945,T cell,ovary,True
L0,45423459,33.189346,24.378202,epithelial cell,colorectum,True
L0,45427590,-70.21601,23.56144,T cell,colorectum,False
L0,45432217,0.7784848,-29.157007,T cell,colorectum,False
L0,45423783,61.349205,-52.97478,B cell,colorectum,True
L0,45447527,26.604595,62.568275,neutrophil,lung,False
L0,45420433,20.597666,33.013042,epithelial cell,colorectum,False
L0,45187576,-5.7161117,-10.927878,epithelial cell,ovary,False
L0,45443699,-48.662163,66.74825,neutrophil,lung,True
L0,45431853,-26.990189,-65.4247,fibroblast,colorectum,True
L0,45177470,8.682474,-25.540016,fibroblast,colorectum,True
L0,45185304,-62.465534,-33.134525,T cell,ovary,False
L0,45423749,30.561348,-19.123976,mononuclear phagocyte,colorectum,True
L0,45442587,-35.128693,52.44694,neutrophil,lung,True
L0,45179898,35.222534,43.667458,endothelial cell,ovary,True
L0,45308372,23.454058,82.263794,neutrophil,breast,False
L0,45433466,-34.257412,8.571816,B cell,colorectum,False
L0,45198004,57.719048,-7.8157034,T cell,ovary,True
L0,45432580,-26.596964,-3.0015695,epithelial cell,colorectum,False
L0,45446456,-31.177233,27.546272,neutrophil,lung,True
L0,45262468,3.6894064,83.06764,neutrophil,breast,True
L0,45438377,35.81181,73.90631,neutrophil,lung,True
L0,45435914,-29.910582,86.707664,neutrophil,lung,True
L0,45420517,21.315283,24.29973,endothelial cell,colorectum,False
L0,45193488,-53.708977,-49.870975,mononuclear phagocyte,ovary,False
L0,45400947,-39.127754,49.12392,neutrophil,lung,False
L0,45431601,-19.504866,-11.367056,epithelial cell,colorectum,True
L0,45422892,-72.180824,8.773728,T cell,colorectum,False
L0,45429761,4.156697,1.2939405,fibroblast,colorectum,False
L0,45428718,28.70371,-37.93293,endothelial cell,colorectum,False
L0,45421904,1.086553,30.741343,epithelial cell,colorectum,False
L0,45424484,2.0805957,39.41508,mononuclear phagocyte,colorectum,False
L0,45421598,-34.923252,-71.24079,endothelial cell,colorectum,False
L0,45431425,10.156794,-52.45549,T cell,colorectum,True
L0,45185188,-27.406427,-43.30085,epithelial cell,ovary,False
L0,45444530,-21.196451,68.04305,neutrophil,lung,True
L0,45420613,-6.2502623,27.355856,epithelial cell,colorectum,False
L0,45424276,-0.31015518,36.953384,B cell,colorectum,True
L0,45426780,-70.45582,23.292776,T cell,colorectum,True
L0,45179248,30.389591,-31.839218,epithelial cell,ovary,True
L0,45420841,-23.759941,-53.513466,B cell,colorectum,False
L0,45195961,-65.85738,-47.35541,endothelial cell,ovary,True
L0,45193965,-6.7211475,4.5117154,endothelial cell,ovary,False
L0,45427937,-71.71429,-4.0690894,epithelial cell,colorectum,False
L0,45424641,-30.119879,27.53495,epithelial cell,colorectum,False
L0,45423831,-70.74879,-7.127268,epithelial cell,colorectum,True
L0,45421164,-15.7719755,-70.463905,T cell,colorectum,False
L0,45423257,-56.25382,16.737885,endothelial cell,colorectum,True
L0,45426063,-29.340397,-63.93133,fibroblast,colorectum,True
L0,45425304,13.820527,-20.267487,T cell,colorectum,False
L0,45175772,-47.60468,-27.140488,mononuclear phagocyte,colorectum,True
L0,45423211,-56.417557,2.5364463,fibroblast,colorectum,True
L0,45197225,18.455723,11.207401,mononuclear phagocyte,ovary,True
L0,45432983,-37.928207,5.3472776,fibroblast,colorectum,False
L0,45427762,-71.28824,22.344166,T cell,colorectum,False
L0,45431809,-43.453373,-4.247334,T cell,colorectum,True
L0,45196825,-67.563416,-47.80175,epithelial cell,ovary,True
L0,45174709,15.721493,-61.896557,B cell,colorectum,True
L0,45430493,-37.681866,18.990902,fibroblast,colorectum,False
L0,45443140,-12.981116,87.18259,neutrophil,lung,True
L0,45175536,54.37144,-2.1916966,mononuclear phagocyte,colorectum,False
L0,45420023,-31.99661,36.70109,epithelial cell,colorectum,False
L0,45420868,-20.22077,-0.44666582,mast cell,colorectum,False
L0,45423271,25.03608,-45.580532,T cell,colorectum,True
L0,45180276,61.64269,38.39299,mononuclear phagocyte,ovary,True
L0,45180698,2.0342133,27.13119,mononuclear phagocyte,ovary,True
L0,45400325,26.468893,79.18123,neutrophil,lung,False
L0,45423580,-20.953121,-71.23676,fibroblast,colorectum,True
L0,45175942,-63.29535,3.94421,fibroblast,colorectum,True
L0,45444467,-0.24894202,60.856834,neutrophil,lung,True
L0,45193279,27.199642,-28.87618,fibroblast,ovary,False
L0,45428547,-63.79378,27.099483,B cell,colorectum,False
L0,45434022,32.930275,69.106445,mast cell,colorectum,False
L0,45285705,2.7029412,51.238182,neutrophil,lung,False
L0,45431855,81.42203,-6.647536,T cell,colorectum,True
L0,45176679,-30.840483,-17.39234,endothelial cell,colorectum,False
L0,45431012,-88.373,-2.8965657,fibroblast,colorectum,True
L0,45181647,79.840744,18.51368,mononuclear phagocyte,ovary,True
L0,45194837,46.778507,-54.37385,epithelial cell,ovary,True
L0,45429062,-57.378136,-16.312872,mononuclear phagocyte,colorectum,False
L0,45431491,-9.453045,38.417984,T cell,colorectum,True
L0,45175064,72.3559,-42.67508,mononuclear phagocyte,colorectum,False
L0,45302173,7.6122584,74.75227,neutrophil,breast,False
L0,45309101,-15.416265,52.03631,neutrophil,breast,False
L0,45198987,-50.28518,48.434055,T cell,ovary,False
L0,45399878,5.8428416,65.10562,neutrophil,lung,False
L0,45176920,8.981161,22.5809,mononuclear phagocyte,colorectum,False
L0,45426117,-45.122543,21.432335,epithelial cell,colorectum,True
L0,45179118,-45.22252,-56.162178,fibroblast,ovary,True
L0,45424193,88.071075,7.3567705,epithelial cell,colorectum,True
L0,45429084,13.613794,-50.009033,epithelial cell,colorectum,False
L0,45423214,-69.63622,21.274218,fibroblast,colorectum,True
L0,45178527,14.08239,-20.045101,fibroblast,ovary,True
L0,45432608,-49.375866,22.83004,epithelial cell,colorectum,False
L0,45423350,88.87263,-11.472511,epithelial cell,colorectum,True
L0,45424284,5.7247043,28.488928,T cell,colorectum,True
L0,45180311,-6.888106,-10.720557,fibroblast,ovary,True
L0,45425676,31.610495,-83.04659,epithelial cell,colorectum,False
L0,45431347,-6.83992,20.411732,T cell,colorectum,True
L0,45178320,46.523396,43.72147,mononuclear phagocyte,ovary,True
L0,45422042,-21.541807,0.81549203,epithelial cell,colorectum,False
L0,45178683,12.458066,-84.79287,fibroblast,ovary,True
L0,45421409,82.52958,-6.450948,T cell,colorectum,False
L0,45431989,31.229391,-20.06845,T cell,colorectum,True
L0,45182904,59.47066,-42.783134,fibroblast,ovary,False
L0,45420249,-6.174216,22.255758,T cell,colorectum,False
L0,45434191,25.631138,64.95159,mast cell,colorectum,False
L0,45193611,3.9877155,-11.922607,T cell,ovary,False
L0,45434336,19.57545,58.182995,T cell,colorectum,False
L0,45177337,39.790966,-59.376453,B cell,colorectum,True
L0,45424414,1.6540478,-51.42743,T cell,colorectum,False
L0,45434269,-18.795568,84.44714,T cell,colorectum,False
L0,45188140,86.48878,-10.47023,epithelial cell,ovary,False
L0,45426740,44.182453,34.26477,fibroblast,colorectum,True
L0,45429477,-16.72874,-67.051,fibroblast,colorectum,False
L0,45420405,86.783066,7.5348806,B cell,colorectum,False
L0,45195032,-36.163486,-55.564926,T cell,ovary,True
L0,45191312,52.112614,-13.582029,fibroblast,ovary,False
L0,45433956,25.003609,72.869446,endothelial cell,colorectum,False
L0,45197123,-51.35386,-47.558624,epithelial cell,ovary,True
L0,45176490,-5.410999,-80.61455,fibroblast,colorectum,True
L0,45177061,-25.180925,-77.05479,endothelial cell,colorectum,False
L0,45185411,-33.958645,-45.3271,epithelial cell,ovary,False
L0,45177424,68.71299,32.13601,fibroblast,colorectum,True
L0,45429603,-23.003983,5.250029,mononuclear phagocyte,colorectum,False
L0,45420543,-26.510056,-19.198484,mast cell,colorectum,False
L0,45427088,78.718254,7.693556,fibroblast,colorectum,True
L0,45445352,-39.20563,69.44909,neutrophil,lung,True
L0,45420318,-20.153542,16.355278,T cell,colorectum,False
L0,45427062,13.8297205,19.159866,B cell,colorectum,True
L0,45425486,34.26244,-23.134184,T cell,colorectum,False
L0,45283785,-0.31673473,64.5154,neutrophil,lung,False
L0,45179571,64.246704,15.197526,epithelial cell,ovary,True
L0,45425317,-96.43396,18.244741,T cell,colorectum,False
L0,45420605,-31.915525,35.87414,T cell,colorectum,False
L0,45421695,-9.0190935,39.36449,endothelial cell,colorectum,False
L0,45383970,19.578705,73.850975,neutrophil,lung,False
L0,45181327,-10.259525,27.620092,T cell,ovary,True
L0,45428408,-46.25989,9.786196,fibroblast,colorectum,False
L0,45187027,-6.271089,-45.1229,epithelial cell,ovary,False
L0,45397628,17.422777,47.19427,neutrophil,lung,False
L0,45177917,40.23466,8.015171,B cell,colorectum,False
L0,45446812,-27.737736,26.281225,neutrophil,lung,True
L0,45177913,26.264584,-32.051884,fibroblast,colorectum,False
L0,45175854,66.04771,-13.414732,fibroblast,colorectum,True
L0,45429096,5.504324,-67.922874,mononuclear phagocyte,colorectum,False
L0,45178059,15.307179,-42.451637,B cell,colorectum,True
L0,45186196,16.127258,-28.366169,fibroblast,ovary,False
L0,45175494,-19.485214,-48.989445,fibroblast,colorectum,False
L0,45396131,-47.787857,48.026226,neutrophil,lung,False
L0,45180612,26.815746,5.1852345,mononuclear phagocyte,ovary,True
L0,45175313,-73.13964,5.7859907,mast cell,colorectum,False
L0,45430602,-22.680157,-45.592922,T cell,colorectum,False
L0,45427282,5.275737,-26.0124,fibroblast,colorectum,True
L0,45429226,86.79699,8.331068,mononuclear phagocyte,colorectum,False
L0,45434422,-48.206726,68.26004,mast cell,colorectum,False
L0,45302160,21.00167,87.91826,neutrophil,breast,False
L0,45440643,-43.354977,76.17016,neutrophil,lung,True
L0,45180058,58.479103,32.567738,mononuclear phagocyte,ovary,True
L0,45432826,-37.456146,2.2835066,epithelial cell,colorectum,False
L0,45430570,-69.750374,-2.1700804,fibroblast,colorectum,False
L0,45181816,36.24127,-36.389847,fibroblast,ovary,True
L0,45179689,51.47405,-61.22133,epithelial cell,ovary,True
L0,45427052,-69.543846,20.186522,T cell,colorectum,True
L0,45433401,-72.981026,21.425272,T cell,colorectum,False
L0,45182605,12.574657,83.446106,epithelial cell,ovary,False
L0,45175185,-97.67028,12.087412,fibroblast,colorectum,False
L0,45176412,-43.537502,-31.310919,B cell,colorectum,True
L0,45420203,20.754435,11.905163,fibroblast,colorectum,False
L0,45426508,-36.713593,-4.2952785,fibroblast,colorectum,True
L0,45429075,-11.231923,-66.94908,endothelial cell,colorectum,False
L0,45179338,54.00133,-5.1115637,epithelial cell,ovary,True
L0,45195670,-59.757236,-47.358555,T cell,ovary,True
L0,45423493,-50.74429,-3.7298865,endothelial cell,colorectum,True
L0,45424813,9.733306,36.93622,fibroblast,colorectum,False
L0,45397789,-22.667616,78.214355,neutrophil,lung,False
L0,45432453,-1.0730335,-58.194965,mononuclear phagocyte,colorectum,False
L0,45423483,8.332268,-79.658104,epithelial cell,colorectum,True
L0,45176477,-74.55321,12.06024,mononuclear phagocyte,colorectum,True
L0,45434130,36.636314,29.613049,T cell,colorectum,False
L0,45189420,-46.169426,-52.870003,fibroblast,ovary,False
L0,45179378,37.751255,0.8576004,epithelial cell,ovary,True
L0,45433896,32.299736,72.48847,T cell,colorectum,False
L0,45181773,43.926823,-52.377956,endothelial cell,ovary,True
L0,45188939,26.752583,-40.970886,endothelial cell,ovary,False
L0,45427137,-44.379044,20.587101,fibroblast,colorectum,True
L0,45196338,-60.788773,-48.077408,mononuclear phagocyte,ovary,True
L0,45196353,-54.395397,-49.68868,endothelial cell,ovary,True
L0,45197958,72.066635,29.66338,T cell,ovary,True
L0,45424330,-16.184834,10.5195,endothelial cell,colorectum,False
L0,45432614,-46.05573,20.888365,fibroblast,colorectum,False
L0,45195196,27.836174,-38.874653,epithelial cell,ovary,True
L0,45430519,-94.77274,18.884138,fibroblast,colorectum,False
L0,45179984,-1.7198592,-80.81234,epithelial cell,ovary,True
L0,45428127,-70.49072,11.321837,epithelial cell,colorectum,False
L0,45430324,20.752539,16.404694,T cell,colorectum,False
L0,45388662,-32.961662,47.07957,neutrophil,lung,False
L0,45189172,-50.824646,-31.356768,fibroblast,ovary,False
L0,45442303,-33.0562,52.33393,neutrophil,lung,True
L0,45182205,51.67714,-36.66831,mononuclear phagocyte,ovary,True
L0,45425470,-56.118248,23.295036,mononuclear phagocyte,colorectum,False
L0,45428905,5.238434,-58.981785,mononuclear phagocyte,colorectum,False
L0,45432647,-46.175713,9.817944,mononuclear phagocyte,colorectum,False
L0,45420714,23.141565,37.849716,B cell,colorectum,False
L0,45429611,29.102394,-27.231218,mononuclear phagocyte,colorectum,False
L0,45443312,-33.77769,81.63706,neutrophil,lung,True
L0,45426713,13.117779,33.594353,mononuclear phagocyte,colorectum,True
L0,45420487,-79.277054,18.250618,epithelial cell,colorectum,False
L0,45430704,-19.849745,-35.85317,fibroblast,colorectum,False
L0,45177427,-3.4034111,-84.202286,B cell,colorectum,True
L0,45426456,-24.123247,-16.695126,fibroblast,colorectum,True
L0,45387219,-54.168762,36.069027,neutrophil,lung,False
L0,45423198,-19.518055,-39.497875,epithelial cell,colorectum,True
L0,45437261,15.469972,75.11216,neutrophil,lung,True
L0,45427286,12.749186,30.972721,fibroblast,colorectum,True
L0,45422241,49.0977,-73.05748,epithelial cell,colorectum,False
L0,45176588,-19.266912,-59.14942,endothelial cell,colorectum,True
L0,45179553,30.896528,30.635935,endothelial cell,ovary,True
L0,45430340,-103.40559,16.841803,epithelial cell,colorectum,False
L0,45179490,-13.810883,20.762436,T cell,ovary,True
L0,45181906,-3.1984012,6.836174,mononuclear phagocyte,ovary,True
L0,45302165,13.554758,90.51551,neutrophil,breast,False
L0,45179220,-3.8567576,-51.21791,fibroblast,ovary,True
L0,45425336,40.14066,-70.66731,B cell,colorectum,False
L0,45431557,-8.950873,-55.27527,epithelial cell,colorectum,True
L0,45181968,45.823788,13.8665695,epithelial cell,ovary,True
L0,45432133,-30.690268,16.105124,fibroblast,colorectum,False
L0,45178675,31.070366,-71.70218,mononuclear phagocyte,ovary,True
L0,45431835,29.048426,-26.958158,mononuclear phagocyte,colorectum,True
L0,45431112,39.182713,29.205832,B cell,colorectum,True
L0,45195724,-39.280617,-40.7696,epithelial cell,ovary,True
L0,45425432,15.093111,10.7715025,mononuclear phagocyte,colorectum,False
L0,45190529,18.066416,10.144718,mononuclear phagocyte,ovary,False
L0,45423222,53.289734,28.309864,endothelial cell,colorectum,True
L0,45397981,36.126877,70.12136,neutrophil,lung,False
L0,45427401,-44.048763,-5.912762,T cell,colorectum,True
L0,45428730,52.25932,-48.13917,epithelial cell,colorectum,False
L0,45176023,-11.822612,-71.87524,endothelial cell,colorectum,True
L0,45385042,4.015302,70.16822,neutrophil,lung,False
L0,45423521,53.457336,-26.758871,T cell,colorectum,True
L0,45442735,-27.033646,67.39441,neutrophil,lung,True
L0,45434693,-29.108583,81.753944,mononuclear phagocyte,colorectum,True
L0,45426614,-37.19733,-7.2759514,endothelial cell,colorectum,True
L0,45174440,-25.59365,-61.90152,T cell,colorectum,True
L0,45175782,11.215117,-73.05322,fibroblast,colorectum,True
L0,45432789,13.97732,78.871704,mononuclear phagocyte,colorectum,False
L0,45177234,-6.3175235,11.485004,T cell,colorectum,False
