gene,gene_name,log2fc,cav_r,pair
ENSG00000095261,PSMD5,-0.0160662292575952,-0.0324796209075838,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000198517,MAFK,-0.0160633973847844,-0.0684594036681534,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000150961,SEC24D,-0.0160620321532779,-0.0598741836112089,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000110047,EHD1,0.0160604527961359,0.0021800767492659,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000155093,PTPRN2,-0.0160564181596681,-0.0264712058937177,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171466,ZNF562,-0.0160563466708065,-0.0143690210323418,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000101350,KIF3B,0.0160555832928888,-0.0303980605641543,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000196712,NF1,-0.0160523519990223,-0.0408835731526431,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000109381,ELF2,0.0160503982461174,-0.0535658454431425,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000065427,KARS1,0.0160487723739971,-0.0157887491407405,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000144749,LRIG1,-0.0160483954592058,-0.0438410742307972,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000013523,ANGEL1,-0.0160469805817189,-0.0008458222918278,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000119402,FBXW2,-0.0160428346508294,3.47915203862651e-05,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000134987,WDR36,0.0160408320842827,-0.0106522795306788,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171163,ZNF692,0.0160386425976044,-0.0171877601739664,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000136021,SCYL2,-0.0160311957965828,-0.0325795186497942,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000143951,WDPCP,0.0160303572271096,-0.0203017796535193,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000139182,CLSTN3,-0.0160301025378312,-0.0016527606773524,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171016,PYGO1,0.016027055419827,-0.0466799925250493,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197442,MAP3K5,-0.0160264108515101,-0.0048475968487311,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000164603,SAMTOR,-0.0160230912000999,-0.0094257180128494,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000103274,NUBP1,0.016007529107427,-0.0104971993422201,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000134294,SLC38A2,-0.0160059903834419,-0.0693253085205106,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000002919,SNX11,-0.0160020215749969,0.0179773835183345,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000071189,SNX13,-0.0159953545566991,0.025049663519491,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000133027,PEMT,0.0159918426134834,-0.0172048419090528,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000099904,ZDHHC8,-0.0159889021572765,-0.0377977375477371,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000158062,UBXN11,0.0159882155606154,0.0131966130475351,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000156170,NDUFAF6,0.0159836450689286,0.0776245937781903,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000119900,OGFRL1,0.0159823079776231,-0.0308473526715308,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000134028,ADAMDEC1,0.0159726150278619,0.2074103438427746,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000112245,PTP4A1,-0.0159718768750208,0.0023631042894026,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000072071,ADGRL1,-0.0159715283075959,-0.0087591835308862,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000256087,ZNF432,-0.015969135796704,0.006744837737319,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000167721,TSR1,-0.0159688083420132,0.0025903561255212,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000166619,BLCAP,-0.015962680262177,-0.0133751607840551,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000140299,BNIP2,-0.0159610079576046,-0.046924872138071,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000130714,POMT1,-0.0159584338282885,-0.015517316597563,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000167601,AXL,-0.0159574052224123,-0.0898041656060616,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000134030,CTIF,0.0159460492940832,-0.0395231596851104,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000187764,SEMA4D,0.0159393350599815,0.038604187566909,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000119227,PIGZ,-0.0159390076359108,0.0518113023162301,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000174173,TRMT10C,0.0159382276132944,-0.0142979698732667,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000087258,GNAO1,-0.0159328935225307,-0.0346568929698206,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000132275,RRP8,-0.0159306640192584,-0.0316277808596421,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000153250,RBMS1,0.015917802014099,-0.1018651547939081,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000170558,CDH2,0.0159151142427126,-0.031226334493022,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000159733,ZFYVE28,0.0159149976484809,-0.016881367810806,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000120075,HOXB5,-0.0159107476141619,-0.0139783763657718,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000167394,ZNF668,-0.0159067263117065,-0.0139523223915862,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000129667,RHBDF2,0.0159046184068855,0.0079547671498708,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000231607,DLEU2,-0.0159027513521902,0.040665430425006,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000185085,INTS5,-0.0159010976541435,-0.0421827675878227,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000242861,ENSG00000242861,-0.0159010820272061,-0.0397460543895288,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000035664,DAPK2,0.0158984410001423,0.0283968501080687,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000117069,ST6GALNAC5,0.0158971656089968,0.0114232913317287,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000152402,GUCY1A2,-0.0158927640204689,-0.0304328200108036,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000186654,PRR5,0.0158910950935834,0.0032791292757839,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000117262,GPR89A,-0.0158909140459171,0.0044902963632218,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000127603,MACF1,-0.0158873732074688,-0.0129635891076583,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000014138,POLA2,-0.0158871529668014,0.0386117499691911,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000165475,CRYL1,0.0158826165339243,0.0051510877069715,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000101333,PLCB4,-0.0158795586425958,0.0058978537776068,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000173064,HECTD4,0.0158795504554106,-0.0184692063732756,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000129197,RPAIN,0.0158754479906719,-0.0188531108434782,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000089472,HEPH,0.0158739966563135,-0.0301028652458185,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000111325,OGFOD2,0.0158724087285861,0.0156647646660357,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000273061,CDC37L1-DT,0.0158721902648433,0.0163238487840044,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000126214,KLC1,0.0158715807435766,-0.0121639375240518,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000006125,AP2B1,0.0158651038144706,-0.0260040405735043,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000099308,MAST3,0.0158586536113714,0.0106576603012315,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000198171,DDRGK1,-0.0158578768412538,-0.0776233554814576,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000170561,IRX2,-0.0158476671142009,-0.0525895472871498,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000082258,CCNT2,0.0158378980770953,0.0176454552875634,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000173581,CCDC106,0.0158247377399781,-0.0202502876434918,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000129682,FGF13,0.0158213456864581,-0.1115225828588146,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000226067,LINC00623,0.0158175422368563,0.0633566354838689,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000196839,ADA,0.0158152962256914,-0.025972946019425,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000169635,HIC2,0.0158136644203914,0.0008234317046139,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000165879,FRAT1,-0.0158040692235766,0.0195137166060603,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000129484,PARP2,-0.0158032010930278,0.010313526172549,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000073712,FERMT2,0.0157996124321628,-0.0728623001400043,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000272523,LINC01023,0.015791654008619,-0.0240792937173594,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000144635,DYNC1LI1,-0.0157906815970329,-0.0285219583919424,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000198759,EGFL6,-0.0157905049889083,-0.0712411533570473,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000104679,R3HCC1,0.0157895155339669,-0.0133747354528397,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000100592,DAAM1,0.0157878700808636,-0.0644826258776721,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000253320,MAILR,-0.0157828943883819,-0.0760413552200223,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000166439,RNF169,0.0157826631339766,-0.0195910846453654,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000198612,COPS8,-0.0157825547226815,-0.0945740107323661,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000180616,SSTR2,0.0157822537467974,0.0061518804824382,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000166337,TAF10,0.0157820401724926,-0.0085190360016055,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000186889,TMEM17,0.0157809882214465,-0.0176034263029414,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000128268,MGAT3,-0.0157809150753176,-0.0038356256878001,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000170412,GPRC5C,-0.015776427414195,-0.0568548537885641,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000162032,SPSB3,0.0157761123340968,-0.0592846454965337,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000104936,DMPK,-0.0157718962213604,-0.0618052810389986,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000126602,TRAP1,-0.0157704538168456,-0.033912664602736,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000119333,DYNC2I2,0.0157636386765081,-0.0158178870051356,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000177045,SIX5,-0.0157587764310491,-0.0467880895436223,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000105298,CACTIN,-0.0157496917884562,-0.0230235289117442,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000140832,MARVELD3,-0.0157390133603798,0.0355644234547589,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000008516,MMP25,0.0157318906849699,0.0764804119895331,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000133818,RRAS2,-0.0157236910323103,-0.0625832868521768,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000241127,YAE1,-0.0157175323372005,-0.0148589862884633,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000179134,SAMD4B,0.0157138151886889,-0.0452432196071065,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000158373,H2BC5,0.015713623263596,0.0174858241923906,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000120925,RNF170,-0.0157112539795822,-0.0355312862918243,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000113971,NPHP3,0.0157106124257627,-0.0258067832291353,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171793,CTPS1,-0.0157063659048091,0.00215133011447,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000084676,NCOA1,0.0157008158219232,-0.0476499474467722,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000131844,MCCC2,0.0157005714486251,-0.0034312060704381,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000048028,USP28,0.015698234156178,-0.0149583784235676,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000055483,USP36,0.0156959382882233,-0.0416220299323385,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000159200,RCAN1,0.0156958680806678,-0.0025395888228544,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000021574,SPAST,0.0156913787026096,-0.0121993810775121,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000059758,CDK17,-0.0156894242929321,-0.0156724308459347,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000143924,EML4,-0.0156868447688387,0.0502122176409928,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000087253,LPCAT2,-0.015672285915221,-0.0472728101328037,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000006638,TBXA2R,-0.0156706867566967,0.004780107142064,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000104412,EMC2,-0.0156661180292803,-0.0801666719918653,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000182612,TSPAN10,0.0156605451968026,0.0175562066766932,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000009830,POMT2,-0.0156594443461906,-0.0594682497659354,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000100056,ESS2,0.0156574785154237,-0.0482795398927328,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000139625,MAP3K12,0.0156565967665,0.024583449824063,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000085788,DDHD2,-0.0156476933063657,0.0137492239415403,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000185670,ZBTB3,-0.0156458763095231,-0.0281898022852434,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000105967,TFEC,-0.015644349372142,-0.0656864490872262,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197852,INKA2,0.0156389972832016,0.0017435368760106,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000174607,UGT8,0.0156376768425803,0.0145604473257581,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000162736,NCSTN,-0.0156295958243173,-0.0842410405751457,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000262246,CORO7,-0.0156295283319128,0.0321444523629523,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171612,SLC25A33,-0.015629436514993,-0.0208845111032481,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000137507,LRRC32,-0.0156225407930245,-0.0129016673332438,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000131116,ZNF428,0.0156224788939137,-0.0597990683331745,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000129007,CALML4,-0.0156222851041469,-0.0081235436368903,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000203879,GDI1,-0.0156167749578619,-0.0242650292153026,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000173621,LRFN4,0.0156153362484091,-0.0296809779283289,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000006576,PHTF2,0.0156106853183616,-0.0123426176083759,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000106034,CPED1,0.0156081348033879,-0.0415210878672551,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000183580,FBXL7,-0.0156056186256435,-0.0467798832687012,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000142623,PADI1,0.0156034632884285,0.0148571245056131,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197182,MIRLET7BHG,-0.015598928414863,0.0275904802268071,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000130635,COL5A1,0.0155944396292814,-0.0629899931751268,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000257337,TNS2-AS1,0.0155923119107055,-0.0652994470691605,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000147548,NSD3,0.0155909161638346,0.0454874342890332,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000122965,RBM19,-0.0155884702930046,-0.0187187617248139,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000198874,TYW1,0.0155764560872854,0.0067160211084478,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000102805,CLN5,0.0155699085289873,-0.0637954929882087,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000169155,ZBTB43,-0.0155598887173103,-0.0015270224282497,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000102921,N4BP1,-0.0155596064191305,-0.0218062078549211,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000134698,AGO4,0.0155562815788516,-0.0211794578152904,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000164659,ELAPOR2,-0.0155535452432061,-0.0425743573328299,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000105559,PLEKHA4,-0.0155487600595531,-0.0488668153393542,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000130032,PRRG3,0.0155389657736316,-0.1019124034143242,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000078081,LAMP3,-0.015536680112214,8.402584439724964e-05,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000112210,RAB23,0.0155363723952544,-0.0389830271797419,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000151651,ADAM8,0.0155348446821157,0.0457475880352536,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000170456,DENND5B,-0.0155229785801486,-0.0214873190830443,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000135617,PRADC1,0.0155225020856698,-0.0557664778732245,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000150045,KLRF1,-0.0155172716691965,-0.0699646705797316,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197136,PCNX3,-0.0155172332517375,-0.0388378351541021,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000224420,ADM5,-0.0155164739438032,-0.0209338180759812,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000141560,FN3KRP,0.0155147858203342,-0.0407839054206061,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000121410,A1BG,0.0155146385746975,0.0413737856488036,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000169359,SLC33A1,0.0155099504995237,0.0447424869823452,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000110074,FOXRED1,0.0155068880074544,-0.0062165884336468,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000126453,BCL2L12,0.0155033107703007,0.0379699678083471,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000258498,DIO3OS,0.015502237275103,-0.0875379636021631,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000168488,ATXN2L,0.0155007406726908,-0.0079382432625441,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000115896,PLCL1,-0.0155002937407093,-0.0138364403762093,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000136108,CKAP2,0.0154987201249527,0.0120121120493312,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171817,ZNF540,0.0154978526445935,-0.0341811831977038,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000151148,UBE3B,0.0154954082413285,-0.0129016956696225,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000254726,MEX3A,-0.0154943470945799,-0.0211573634791163,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000108306,FBXL20,-0.0154931119257711,0.0089201607672513,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000172301,COPRS,0.0154903236825376,-0.1275529329342752,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000150457,LATS2,-0.0154894423187436,-0.0612698012523182,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000136026,CKAP4,-0.0154851240352785,-0.0397470653424543,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000130725,UBE2M,0.0154851098844977,-0.0364663874574698,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000136122,BORA,0.0154833957443334,0.0253112670690238,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000129691,ASH2L,0.0154808518213524,0.0070482120353866,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000079313,REXO1,-0.0154798326616763,-0.0563207435987372,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000102401,ARMCX3,0.0154778539440682,-0.0438660761186267,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000143457,GOLPH3L,-0.0154730859328001,-0.0242775363575639,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000018236,CNTN1,-0.0154672048976303,-0.0432779493184494,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000182963,GJC1,-0.0154631989303846,-0.0253885906672308,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000105383,CD33,-0.0154627100974239,-0.0279875657546419,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000152213,ARL11,0.0154612911347618,-0.0024937125947476,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000167110,GOLGA2,0.0154609659504734,-0.0036901580040842,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000144036,EXOC6B,0.0154553147172815,-0.0180562155288227,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000121691,CAT,-0.0154546772266794,-0.0537622267059961,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000186767,SPIN4,0.0154543633858644,0.0054767591197205,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000099968,BCL2L13,0.0154510521101854,-0.0358801869921205,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000086475,SEPHS1,0.0154505762885491,-0.0353664044879437,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000196739,COL27A1,0.0154467923709938,0.004842960081019,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000177479,ARIH2,-0.0154446825651046,0.0226608060359506,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000078246,TULP3,-0.0154426082675426,-0.0225327422175278,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000235568,NFAM1,-0.0154381285928446,-0.0031682857545914,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000074621,SLC24A1,-0.0154370318749292,-0.0194065435119427,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000124562,SNRPC,-0.0154368240768643,-0.0012991224682637,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000083312,TNPO1,-0.01543589399416,0.0113656751000403,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000152527,PLEKHH2,0.0154351464388331,-0.0079919400230877,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000169188,APEX2,0.0154337291210659,0.0452678369006924,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000087460,GNAS,-0.0154322802762506,-0.0386957147397783,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000103591,AAGAB,-0.0154282293474128,0.000736808250386,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000131477,RAMP2,0.0154264757732152,-0.0401291890346869,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000165282,PIGO,0.0154260431725251,0.0095362894605499,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000157020,SEC13,-0.0154249536999081,-0.0447296767850656,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171236,LRG1,0.0154221822759521,-0.0049180896750513,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000125734,GPR108,-0.0154204495090525,-0.0214652273231593,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000272667,ENSG00000272667,0.0154191563984267,-0.0238858316618802,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000092445,TYRO3,0.015405836261126,0.0169949956392731,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000214357,NEURL1B,-0.0154057993824298,-0.0296416858004568,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000156531,PHF6,0.0154051662971089,0.0092902354487701,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000099864,PALM,-0.0154031989325359,-0.1328724909214398,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000169071,ROR2,-0.0154029064397913,-0.0869634789735098,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000118246,FASTKD2,-0.0154003382194669,-0.0122465982601494,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000173889,PHC3,0.015396359750633,0.0003493447736508,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000060749,QSER1,-0.0153926180876307,-0.0359053811198922,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000156475,PPP2R2B,0.0153894535746437,0.028839351511852,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000183921,SDR42E2,0.0153850403380654,0.03409144324592,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000142279,WTIP,0.0153833617876558,-0.0857879302400212,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000105229,PIAS4,-0.0153780597891874,-0.0273856952282741,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000137210,TMEM14B,-0.0153759504259488,-0.0094489016647982,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000062038,CDH3,-0.0153693078025505,-8.978452949312868e-05,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000184208,C22orf46P,-0.0153690438995298,0.0415752480367602,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000173947,CIMAP3,0.0153653361610889,-0.0196576584465047,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000198589,LRBA,0.0153635114577637,-0.0046248773472601,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000167930,FAM234A,-0.0153589309388656,-0.0126115590045113,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000170734,POLH,0.015358862138567,0.0110528261625302,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000086015,MAST2,-0.0153575321779848,-0.0261780820726551,fibroblast__colorectum__normal_vs_colorectal_cancer
