pair,l2_score,is_baseline
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0515,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1016,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9073,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2584,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.618,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5875,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1764,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2002,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3118,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-1.1859,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.049,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7924,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4052,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4167,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.518,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.304,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8576,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6122,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8583,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6989,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4887,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.251,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3351,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7695,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8077,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6917,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0823,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4264,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3415,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2129,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.0536,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5528,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.0906,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4307,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7109,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4556,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4432,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2705,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4465,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0066,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3474,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2095,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9974,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0316,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0129,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.799,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3613,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4535,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5198,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2265,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1567,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.548,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0867,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8177,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.22,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1805,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.64,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3104,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1309,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3405,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.8363,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2276,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8864,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1628,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4705,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0571,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5512,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5553,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5933,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.229,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9693,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3331,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9722,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6736,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.5118,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.949,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4372,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4738,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3994,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.9547,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8162,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4532,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.505,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2153,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.7865,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.5231,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.5369,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3956,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6993,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3516,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.296,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3473,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9062,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.525,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3929,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2978,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.5538,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4349,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9411,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.665,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1329,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1975,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6346,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1814,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5173,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4287,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9353,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4348,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2657,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5566,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8319,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5802,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0976,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6647,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4927,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9537,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6658,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2972,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2746,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3181,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9332,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8002,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.835,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.623,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.4366,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7818,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5005,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.098,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7217,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6412,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3931,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1611,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7503,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9329,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0209,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3133,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.2832,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2485,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0186,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.0477,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.4576,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2418,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3689,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9709,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5371,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4235,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3202,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9484,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6316,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.9956,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1809,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0571,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5176,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.1643,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8674,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.6536,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4587,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4289,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1875,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4606,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6634,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7266,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.993,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3126,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.0818,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7784,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0508,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4166,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7621,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0746,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2581,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7108,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8552,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1879,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.0881,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4393,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6567,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6401,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1266,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0369,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3205,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2097,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.2214,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.3768,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1567,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5597,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.836,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.5014,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1662,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.324,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4839,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6473,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3928,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2969,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4876,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3911,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7527,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.918,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3037,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3087,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.977,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5675,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0814,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1377,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3139,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5262,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.352,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7147,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8065,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8896,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0886,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9881,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1166,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6285,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.9581,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5552,False
fibroblast__colorectum__normal_vs_colorectal_cancer,4.5652,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7325,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2332,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4353,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.2463,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7038,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.5536,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6508,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.169,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3533,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6081,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0778,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8374,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8864,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2587,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4501,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.6103,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.0028,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7847,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.284,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7626,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2892,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6082,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1691,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.0721,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.3386,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.6821,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7348,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4938,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0127,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3522,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1911,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1713,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8964,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3575,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8827,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3444,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8335,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1035,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.3991,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6855,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0639,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6025,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5945,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.246,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1294,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2968,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1335,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.5173,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1878,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6489,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3346,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5343,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-1.4965,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9761,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1485,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1247,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9944,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.73,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0995,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6517,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5321,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.5924,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0907,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.785,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7838,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.6067,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7336,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3776,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.865,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2622,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2494,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.562,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.2209,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3331,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0606,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9095,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6236,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3976,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5685,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5928,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1553,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4061,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2124,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.682,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.9042,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4889,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4625,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6006,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.017,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0927,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1878,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2718,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.5501,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6072,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5414,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1586,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3107,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0259,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4262,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1772,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9921,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.2411,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9747,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6394,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1017,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4941,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7223,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9018,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.449,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4959,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0183,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1552,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4908,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4507,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3504,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3284,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6149,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.5419,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9636,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7206,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9997,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4854,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.4864,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.5513,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7136,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7493,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7497,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3142,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6102,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4034,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7457,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5518,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6186,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5538,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9143,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.2073,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7641,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8514,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1042,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1902,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6159,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3234,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4019,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.9781,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9844,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4835,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0618,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1907,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2075,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.314,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.548,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4107,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5187,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.727,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9869,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7248,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5378,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0043,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3734,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.67,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8267,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3554,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2081,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.5014,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1388,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.16,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9962,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6768,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9092,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3217,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.0079,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2607,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3161,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6917,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4505,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8398,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1347,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8125,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4352,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9275,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.2111,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.799,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2328,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1285,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6149,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9691,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3325,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3498,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7714,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2729,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4388,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7985,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2175,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9796,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3258,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9774,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.5729,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0303,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0185,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1791,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6157,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.2433,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2085,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2578,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6464,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2301,True
