pair,level,gene,gene_name,log2fc,cav_r
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000135535,CD164,-0.1808869739060333,-0.02478212715963779
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000081041,CXCL2,-0.1805929927298264,-0.08593666541589368
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000171860,C3AR1,-0.1805222018239904,-0.17931983559548642
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000104140,RHOV,0.1805021908504288,0.16888416284657484
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000185624,P4HB,0.1804975487632776,0.0025894658229208634
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000174953,DHX36,-0.1804916140725666,-0.09518760378511026
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000166825,ANPEP,-0.1804181180513572,-0.21811579257448943
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000137710,RDX,-0.1803372552058422,0.014162553341842271
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000176485,PLAAT3,-0.1803116397762798,0.02030575503927536
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000100368,CSF2RB,-0.1801720890278515,-0.17899676489656777
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000114573,ATP6V1A,-0.1801694646650546,-0.07687738123154561
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000177879,AP3S1,-0.1801591041457814,-0.040006691991831184
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000162654,GBP4,-0.1801065070879871,-0.02376283026347937
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000143320,CRABP2,0.1800604289013907,0.047164505403212376
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000153914,SREK1,-0.1799328810563332,-0.14483732876099253
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000109736,MFSD10,-0.1798116750542906,-0.07772655949665006
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000136436,CALCOCO2,-0.1797116359093017,-0.07912240749015832
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000115944,COX7A2L,0.179689884614884,0.04543119100848106
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000009790,TRAF3IP3,-0.1793299148084889,-0.13741452594878842
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000136758,YME1L1,-0.1793008399433811,-0.12411766860454249
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000198814,GK,-0.1792868154559527,-0.16833015049477287
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000162702,ZNF281,-0.1791312037337358,-0.021674936515547884
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000205937,RNPS1,-0.1791024775883881,-0.0231638015041917
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000145287,PLAC8,-0.1789604499593206,-0.03245698174056966
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000065809,FAM107B,-0.1788928029784702,-0.06649563540425597
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000173141,MRPL57,-0.1788895667883769,-0.03878333362370196
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000115221,ITGB6,0.1785132023581674,0.11557706758422068
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000181817,LSM10,-0.1784678622054087,-0.07330495595937
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000078674,PCM1,-0.1784265776961761,-0.07922493261272115
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000239713,APOBEC3G,-0.1782974920194993,-0.027698207586760726
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000085117,CD82,-0.1781907791425808,-0.09377578771623847
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000084733,RAB10,-0.1781781322996145,-0.019495236872809837
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000072506,HSD17B10,-0.1780156375103852,0.006670719593947889
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000081019,RSBN1,-0.1777958848779806,-0.08695785508206898
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000169896,ITGAM,-0.1777822385758645,-0.16107569743437763
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000079246,XRCC5,-0.1777672022593029,0.0009638888961186294
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000149357,LAMTOR1,-0.177560485986745,-0.020953076837952268
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000171314,PGAM1,-0.1775541903776077,-0.1375112966978898
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000177469,CAVIN1,-0.1774843267813053,-0.09992788224836097
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000198408,OGA,-0.1774118799843859,-0.09385251355506158
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000137309,HMGA1,0.1773962066920252,0.07277021367916517
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000243449,NICOL1,-0.1773204377720927,-0.009105888365456278
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000131495,NDUFA2,-0.177260544835635,-0.025383069454805597
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000023734,STRAP,-0.1771338488254541,-0.0308130089923756
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000055211,GINM1,-0.1771328946566227,-0.05419402445787159
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000135655,USP15,-0.17712816333227,-0.07436816819890434
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000153130,SCOC,0.1771229525090434,0.09840014144895613
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000092531,SNAP23,-0.1770093479502083,-0.08367703067937235
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000068831,RASGRP2,-0.1769853312707729,-0.14500732037291925
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000159377,PSMB4,-0.1769381448468423,-0.022569821769323154
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000065361,ERBB3,0.1766890860378485,0.07713578760945988
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000132170,PPARG,-0.1765924987703852,-0.08000154733325386
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000077380,DYNC1I2,-0.1764693898129399,-0.06853655609126881
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000102316,MAGED2,-0.1764663856074434,-0.03868824336275787
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000160862,AZGP1,0.1762759799107331,0.11043425423920561
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000198833,UBE2J1,-0.1762121892086213,-0.09482644333542128
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000144674,GOLGA4,-0.1760910672652911,-0.08491885668454373
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000125810,CD93,-0.1760769754036313,-0.17512983789194764
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000235162,C12orf75,0.1760338689915534,0.13005646075633914
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000204619,PPP1R11,-0.1759719011494422,-0.06346556817197582
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000145734,BDP1,-0.175887742363151,-0.08795385375632638
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000137441,FGFBP2,-0.175874781703739,-0.1599906457423845
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000160271,RALGDS,-0.175790875463953,-0.07085999248013115
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000117362,APH1A,-0.1757575824602376,-0.018378072491968007
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000154144,TBRG1,-0.1757135792589083,-0.049883834151087714
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000230989,HSBP1,0.1757084070449971,0.0742296269852309
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000110321,EIF4G2,-0.1756678505710018,-0.04856661747839037
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000144711,IQSEC1,-0.1756670077146371,-0.1745831368403601
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000115053,NCL,-0.1755293155535982,-0.06895976656981016
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000125818,PSMF1,-0.1753191630660249,-0.01030156732768797
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000147010,SH3KBP1,-0.1752605367141283,-0.11084730372249765
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000105323,HNRNPUL1,-0.1751517335313696,-0.04279776315400592
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000154473,BUB3,-0.175132658410316,-0.08642418743464664
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000114857,NKTR,-0.1749829961132643,-0.13160717257663856
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000138398,PPIG,-0.1748865762715903,-0.041044096815933406
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000124588,NQO2,-0.1748574633642656,-0.08119176212618051
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000124788,ATXN1,-0.1748280005778084,-0.09667529040862297
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000108256,NUFIP2,-0.1747853477517765,-0.15210740786092425
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000167770,OTUB1,-0.1747008923478254,-0.08784799836794747
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000196628,TCF4,-0.1746076081940003,-0.1420551873120669
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000049245,VAMP3,-0.1744563784167799,-0.05485308975581951
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000068028,RASSF1,-0.1744314401595299,-0.07411729896310675
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000119986,AVPI1,-0.1744259689023329,-0.033156080639112816
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000266964,FXYD1,-0.1744245183800882,-0.19327456295959572
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000167851,CD300A,-0.1743489281717491,-0.1328990119381595
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000106803,SEC61B,-0.1740058831075822,-0.024612637429424676
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000197324,LRP10,-0.1739429677508489,-0.061838394355862934
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000100599,RIN3,-0.1735718583122097,-0.13099245458702274
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000006042,TMEM98,0.1735542383720927,0.054101476253319146
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000172466,ZNF24,-0.1733361236495194,-0.13780425684140551
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000101017,CD40,-0.1732734716382105,-0.11538828625559035
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000153563,CD8A,-0.1731010352145764,-0.047293299957693234
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000204261,PSMB8-AS1,-0.1729893566075626,-0.14534183489522362
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000198625,MDM4,-0.1728429489099645,0.012290542305992969
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000189129,PLAC9,-0.1728370791579337,-0.19249677657618525
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000187764,SEMA4D,-0.172830260497815,-0.0927298891895382
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000166592,RRAD,-0.172793530678201,0.0037530375731881704
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000120899,PTK2B,-0.1727494508611937,-0.09671684180315238
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000107742,SPOCK2,-0.1726867302029159,-0.12368190812004096
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000136490,LIMD2,-0.1725740208763839,-0.09881886129939307
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000151694,ADAM17,-0.1725061226647414,-0.08183772607092839
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000173230,GOLGB1,-0.1724590223507203,-0.06822611611206288
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000149600,COMMD7,-0.1723303048369225,-0.08372460696970938
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000163320,CGGBP1,-0.1722283870171227,-0.07977349330027117
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000136352,NKX2-1,0.1719442886706614,0.07084819002986513
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000187601,MAGEH1,-0.1718841745359783,-0.07346265530391352
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000060237,WNK1,-0.1718608797801201,-0.08222686316860611
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000031698,SARS1,-0.171829294995645,0.014909556273801795
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000129636,ITFG1,-0.1718135326038078,-0.11208463611052812
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000182118,FAM89A,-0.1717744545431547,-0.16009196049809252
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000198918,RPL39,-0.1717411564251212,-0.2907827543162515
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000142089,IFITM3,0.1713997111550436,0.02122446876577398
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000144579,CTDSP1,-0.1713492077278796,-0.09099648181719018
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000187051,RPS19BP1,-0.1713020427380832,-0.08559614025438632
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000163902,RPN1,-0.1712500073294812,-0.06603931848679305
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000159322,ADPGK,-0.1712358362382577,-0.08676809297861529
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000014641,MDH1,-0.1711494976579402,-0.015733626212562503
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000169504,CLIC4,-0.1711198562334898,-0.07735446643224661
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000229833,PET100,-0.1708015125531947,-0.05227294157020186
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000140157,NIPA2,-0.1707727954457177,-0.07011572137696916
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000130706,ADRM1,-0.1706310954686963,-0.010709871143357634
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000138755,CXCL9,-0.1705495518651043,-0.06976686645281181
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000123342,MMP19,-0.1703521431570722,-0.1414180878325314
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000158615,PPP1R15B,-0.1702445690916882,-0.05086634188902027
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000130340,SNX9,-0.1702165679169937,-0.08245610421213702
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000239697,TNFSF12,-0.1701324132068855,-0.13348186340451174
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000139679,LPAR6,-0.1700983715458557,-0.12476861110632345
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000157540,DYRK1A,-0.1700515174495033,-0.0844715789285071
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000171049,FPR2,-0.169903299161546,-0.15227410476981174
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000183617,MRPL54,-0.1697975138784953,-0.07444478141831354
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000137507,LRRC32,-0.1693895616094698,-0.10859344936726191
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000148700,ADD3,-0.169385386807655,-0.0924455328691282
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000128294,TPST2,-0.1693732916095549,-0.08530782826010713
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000096746,HNRNPH3,-0.1693164196809545,-0.0754907159573022
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000169469,SPRR1B,0.1693092860399426,0.03485416746714442
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000130164,LDLR,-0.1692979761649764,-0.06707639357025817
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000155463,OXA1L,-0.1692532117726584,-0.10104514327372104
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000129968,ABHD17A,-0.1691923654660362,-0.0960675852625794
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000136819,C9orf78,-0.1691599828399411,-0.01838227609802235
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000123636,BAZ2B,-0.1689770308539141,-0.10363129790937128
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000180389,ATP5F1EP2,-0.1687533334103846,-0.08899178417465752
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000158864,NDUFS2,-0.1687185178586761,-0.02763545068289562
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000170906,NDUFA3,-0.1686885441229152,-0.12061374614829456
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000109390,NDUFC1,0.1686772825986775,0.032774075681080345
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000156136,DCK,-0.1685213461822583,-0.042098100719329026
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000111252,SH2B3,-0.1685173384912452,-0.14022416169298682
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000010810,FYN,-0.1684575072698426,-0.07729889490742158
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000142937,RPS8,0.1683654143104111,-0.06214007683250413
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000165494,PCF11,-0.1683511567983178,-0.09953043291775811
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000168216,LMBRD1,-0.1682712583318956,-0.0917364442006513
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000163170,BOLA3,0.1682334899963885,0.06860829345499012
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000113583,C5orf15,-0.1681852245091766,-0.0931041816352421
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000029363,BCLAF1,-0.1679732325224291,-0.08724491345549991
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000084093,REST,-0.1679287873911985,-0.043396695482808945
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000157933,SKI,-0.1678890589881433,-0.10931064794933913
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000135932,CAB39,-0.1676897189671929,-0.10192927547576117
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000158825,CDA,0.1676497656736656,0.09572361791582834
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000104064,GABPB1,-0.1675412557115108,-0.08417190362496457
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000123908,AGO2,-0.1675398908814119,-0.11785116195762661
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000002549,LAP3,-0.1675158483047649,-0.02669449176498095
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000122674,CCZ1,-0.16719482536535,-0.08802790309098878
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000186074,CD300LF,-0.1671490844938772,-0.14189143382931302
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000172428,COPS9,-0.1671433335327907,-0.024577551829058016
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000134186,PRPF38B,-0.1671042120611963,-0.04456403435714937
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000198832,SELENOM,0.1670794517857012,0.009037229784550552
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000114779,ABHD14B,-0.1670787955058136,-0.12551637760350579
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000133106,EPSTI1,-0.1669898327079445,-0.07434143920725386
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000197006,METTL9,-0.1668765522796512,0.03549500965425621
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000116521,SCAMP3,-0.166782058225784,-0.10375420997779608
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000251230,MIR3945HG,-0.1665852714685708,-0.09178505575059565
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000088298,EDEM2,-0.166556615132155,-0.07525014145716502
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000204370,SDHD,-0.166411977437249,-0.10363097243813382
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000176261,ZBTB8OS,-0.1662491500369677,-0.030012166333602194
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000023902,PLEKHO1,-0.1661459638715313,-0.07260351130548541
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000164190,NIPBL,-0.1657968539013243,-0.04585438715106983
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000137714,FDX1,-0.1656604235382416,-0.05316643875563375
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000210082,MT-RNR2,-0.1655088535034706,-0.11445880940714388
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000106624,AEBP1,-0.1652645993642988,-0.18022510945821724
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000105483,CARD8,-0.165262334823802,-0.08553200664759666
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000059377,TBXAS1,-0.165210821251402,-0.14142499772689868
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000116288,PARK7,0.1652102050103508,-0.0015524035849630072
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000170310,STX8,-0.1649264579104201,-0.10654543469307336
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000170266,GLB1,-0.1647757532056051,-0.18677281473953436
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000100242,SUN2,-0.1647713055514836,-0.1504006897345
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000133789,SWAP70,-0.1647415429680696,0.003854232966195601
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000197102,DYNC1H1,-0.1644590835142171,-0.10163932293318635
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000214194,SMIM30,-0.1644262261328634,-0.023718776162279666
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000065135,GNAI3,-0.1641636589779874,-0.05510762463883206
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000142676,RPL11,0.1639670807040975,-0.027857327626761935
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000123689,G0S2,-0.1637754842401417,-0.1668929477748965
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000069702,TGFBR3,-0.1637369303745077,-0.1422602184527009
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000127483,HP1BP3,-0.1636405431202994,-0.07068027821843627
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000020633,RUNX3,-0.1636405370829571,-0.1157371888122691
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000147471,PLPBP,-0.1634844795411741,-0.09757666195574026
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000161249,DMKN,0.1633963010339405,0.12870179201237622
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000170786,SDR16C5,0.1631305925121337,0.05721469980958443
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000161960,EIF4A1,-0.1630933124757337,-0.08742592866116532
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000103024,NME3,-0.1629553759088409,-0.08142847400893181
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000115514,TXNDC9,0.1627695365204912,0.03925989423960116
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000213977,TAX1BP3,-0.1627451795278264,-0.025700248028025487
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000130813,SHFL,-0.1626807266899651,-0.03943588261296292
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000155506,LARP1,-0.1625836634879412,-0.06657961097569678
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000141867,BRD4,-0.1624961138222628,-0.09097800382621651
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000092108,SCFD1,-0.1624624306771937,-0.04938894972071757
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000232112,TMA7,-0.1618834529843743,-0.12503573516104582
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000183255,PTTG1IP,-0.1612986120903809,-0.08912638093164864
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000170542,SERPINB9,-0.1612958934290949,-0.07475056693651146
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000115233,PSMD14,-0.1612558614149453,-0.05961481403560379
epithelial_cell__lung10x__normal_vs_lung_cancer,L0_removed,ENSG00000164169,PRMT9,-0.1610967867370207,-0.12466203707239745
